gene_set,mediator,outcome,adjusted,a_median,b_median,indirect_median,indirect_q1,indirect_q3,pct_consistent_sign,pct_indirect_sig,pct_a_sig,pct_b_sig,limiting_path,n_cells,stable_sign,supported
pericyte_mural,baseline_cbv,discordance_extraction,True,0.00047582375125078847,0.25053516152547406,0.00011921530295133661,-0.01004765904733207,0.007676042334192869,0.5083333333333333,0.0,0.0,0.0,a,120,False,False
pericyte_mural,baseline_cbv,discordance_overshoot,False,-0.00022802280228021346,-0.20122246443084824,4.57453384019585e-05,-0.0069769810062219675,0.008145567986573003,0.5,0.0,0.0,0.0,a,120,False,False
pericyte_mural,baseline_cbv,discordance_overshoot,True,0.00047582375125078847,-0.2457401750100428,-0.00011586652322180417,-0.007640120974986148,0.009368648712414041,0.5083333333333333,0.0,0.0,0.0,a,120,False,False
pericyte_mural,baseline_cbv,coupling_angle,False,-0.00022802280228021346,-0.13519924105455328,3.062137795531181e-05,-0.00458790844971407,0.005638269405400326,0.5,0.0,0.0,0.0,a,120,False,False
pericyte_mural,baseline_cbv,coupling_angle,True,0.00047582375125078847,-0.1580631914832126,-7.785149758527299e-05,-0.0048815476774727515,0.006518318672246699,0.5083333333333333,0.0,0.0,0.0,a,120,False,False
astrocyte,baseline_oef,discordance_extraction,False,-0.10535088202697819,-0.31165885338003707,0.03317325405905769,0.026368127349237394,0.041375634780039895,1.0,0.0,0.0,0.95,a,120,True,False
astrocyte,baseline_oef,discordance_extraction,True,-0.17623837360067918,-0.24435485731963652,0.043237870788553276,0.03798534736238999,0.05534703946127195,1.0,0.0,0.0,0.0,a,120,True,False
astrocyte,baseline_oef,discordance_overshoot,False,-0.10535088202697819,0.1337684833166028,-0.014228792669739393,-0.018177650806348304,-0.01125195533687032,1.0,0.0,0.0,0.0,a,120,True,False
astrocyte,baseline_oef,discordance_overshoot,True,-0.17623837360067918,0.04897934480397453,-0.008085463176191014,-0.010464171641779603,-0.007029618209396242,1.0,0.0,0.0,0.0,b,120,True,False
astrocyte,baseline_oef,coupling_angle,False,-0.10535088202697819,0.13351081755403255,-0.014189494995607566,-0.017176770301044676,-0.011484426875382758,1.0,0.0,0.0,0.0,a,120,True,False
astrocyte,baseline_oef,coupling_angle,True,-0.17623837360067918,0.12118576572750848,-0.02084390035969181,-0.02598912816279781,-0.018439187131008266,1.0,0.0,0.0,0.0,b,120,True,False
astrocyte,baseline_cbv,discordance_extraction,False,-0.1713732189545485,0.19091901507640835,-0.03201853868702327,-0.03512339161225272,-0.029923007429902844,1.0,0.0,0.0,0.0,a,120,True,False
astrocyte,baseline_cbv,discordance_extraction,True,-0.2082692732617699,0.26646523349569345,-0.05427914098716299,-0.06313160215116714,-0.04799167582267992,1.0,0.0,0.0,0.0,a,120,True,False
astrocyte,baseline_cbv,discordance_overshoot,False,-0.1713732189545485,-0.1639884126038366,0.027674772530237257,0.02569039732367032,0.030209851041871506,1.0,0.0,0.0,0.0,b,120,True,False
astrocyte,baseline_cbv,discordance_overshoot,True,-0.2082692732617699,-0.24284689956251998,0.04996979441821387,0.04424270964848833,0.056543830864703756,1.0,0.0,0.0,0.0,a,120,True,False
astrocyte,baseline_cbv,coupling_angle,False,-0.1713732189545485,-0.1619158216167218,0.027533463667240948,0.025112337265186215,0.031205528335471536,1.0,0.0,0.0,0.0,a,120,True,False
astrocyte,baseline_cbv,coupling_angle,True,-0.2082692732617699,-0.18718516939579422,0.038464096339387036,0.033518815985867347,0.045220898448638754,1.0,0.0,0.0,0.0,a,120,True,False
glucose_lactate_transport,baseline_oef,discordance_extraction,False,-0.04850334012993137,-0.27528806459811583,0.013338667326158217,0.005216068624828611,0.02100747673853024,0.8833333333333333,0.0,0.0,0.0,a,120,True,False
