cell,gene_set,n_genes,mediator,outcome,adjusted,probe_selection,lr_mirror,missing,a,a_p,b,b_p,c,c_p,c_prime,c_prime_p,indirect,indirect_p,indirect_p_product,indirect_ci_lo,indirect_ci_hi,proportion_mediated,limiting_path,n_valid,n_perm_exposure,n_perm_outcome,n_boot,method,n_covariates,indirect_p_fdr
01e98e73f708,glucose_lactate_transport,5,baseline_cbv,coupling_angle,False,diff_stability,,,-0.07617810760667904,0.6852314768523148,-0.1526975297334997,0.26107389261073893,0.04774273345701917,0.6707329267073293,0.03611052460570655,0.7657234276572342,0.011632208851312612,0.6852314768523148,0.6898310168983102,-0.02615779924555031,0.05961541851903194,,a,99,10000,10000,500,spearman,0,0.9992000799920008
01e98e73f708,glucose_lactate_transport,5,baseline_cbv,coupling_angle,True,diff_stability,,,-0.07853621935660764,0.6593340665933407,-0.17418740273692795,0.204979502049795,0.01659630657023489,0.883011698830117,0.002916286499729757,0.9817018298170183,0.01368002007050513,0.6593340665933407,0.661033896610339,-0.02272958116330895,0.06702961954173574,,a,99,10000,10000,500,spearman,3,0.9935006499350064
01e98e73f708,glycolytic_enzymes,6,baseline_oef,discordance_extraction,False,diff_stability,,,-0.05292517006802723,0.7849215078492151,-0.28305618349503975,0.0705929407059294,0.09047390279737114,0.45335466453354667,0.07549310614708944,0.5171482851714828,0.014980796650281701,0.7849215078492151,0.787021297870213,-0.03567609598303389,0.07381677704144035,0.1655814128393828,a,99,10000,10000,500,spearman,0,0.9380961903809618
01e98e73f708,glycolytic_enzymes,6,baseline_oef,discordance_extraction,True,diff_stability,,,0.008905125381130299,0.964003599640036,-0.24047809118553765,0.1371862813718628,0.03558495478237716,0.7419258074192581,0.037726442335799255,0.7394260573942606,-0.0021414875534220977,0.964003599640036,0.964003599640036,-0.046337793788656226,0.042725788867210776,,a,99,10000,10000,500,spearman,3,0.964003599640036
01e98e73f708,glycolytic_enzymes,6,baseline_oef,discordance_overshoot,False,diff_stability,,,-0.05292517006802723,0.7849215078492151,0.10774513228664179,0.5225477452254774,-0.015906049534834894,0.8941105889411058,-0.010203620084562286,0.9313068693130687,-0.0057024294502726084,0.7849215078492151,0.782021797820218,-0.04423303078500132,0.01582138962258836,,a,99,10000,10000,500,spearman,0,0.9380961903809618
01e98e73f708,glycolytic_enzymes,6,baseline_oef,discordance_overshoot,True,diff_stability,,,0.008905125381130299,0.964003599640036,0.039576797346627425,0.8217178282171783,0.05033397408894853,0.6773322667733227,0.04998153774639323,0.6719328067193281,0.0003524363425553022,0.964003599640036,0.9615038496150385,-0.018359549081733442,0.02023908472540476,0.007001957404207511,a,99,10000,10000,500,spearman,3,0.964003599640036
01e98e73f708,glycolytic_enzymes,6,baseline_oef,coupling_angle,False,diff_stability,,,-0.05292517006802723,0.7849215078492151,0.13847348522093617,0.31396860313968605,-0.03944341372912798,0.7087291270872913,-0.032114680973897476,0.7748225177482252,-0.0073287327552305015,0.7849215078492151,0.7862213778622138,-0.051327270724431696,0.026342564039038594,,a,99,10000,10000,500,spearman,0,0.9380961903809618
01e98e73f708,glycolytic_enzymes,6,baseline_oef,coupling_angle,True,diff_stability,,,0.008905125381130299,0.964003599640036,0.1291702736057181,0.3581641835816418,-0.01542806363239931,0.8746125387461254,-0.016578341114373136,0.8841115888411158,0.0011502774819738253,0.964003599640036,0.9641035896410359,-0.037872940399915955,0.034741581847206715,,a,99,10000,10000,500,spearman,3,0.964003599640036
01e98e73f708,glycolytic_enzymes,6,baseline_cbv,discordance_extraction,False,diff_stability,,,0.00011131725417438775,0.9992000799920008,0.22583665957598487,0.17378262173782622,0.09047390279737114,0.45335466453354667,0.09044876328053522,0.43615638436156384,2.5139516835914585e-05,0.9992000799920008,0.9992000799920008,-0.0502725402454148,0.05537600636421061,0.0002778648434368751,a,99,10000,10000,500,spearman,0,0.9992000799920008
01e98e73f708,glycolytic_enzymes,6,baseline_cbv,discordance_extraction,True,diff_stability,,,0.0010628531770949053,0.9935006499350065,0.2501957561664548,0.11528847115288471,0.03558495478237716,0.7419258074192581,0.03531903342803998,0.7543245675432457,0.0002659213543371787,0.9935006499350065,0.9935006499350065,-0.056510227393801064,0.06578410328687236,,a,99,10000,10000,500,spearman,3,0.9935006499350064
