gene,rho,p_spin,p_fdr
LINGO2,0.2837443744374438,0.17538246175382463,0.9999000099990001
SMPD3,0.2835523552355236,0.0755924407559244,0.9999000099990001
LRRTM1,0.28289228922892296,0.2873712628737126,0.9999000099990001
GREB1L,0.2827362736273628,0.23687631236876314,0.9999000099990001
FANCL,0.280936093609361,0.26037396260373963,0.9999000099990001
CPNE2,0.2807440744074408,0.11248875112488751,0.9999000099990001
PLXND1,0.2801920192019202,0.11648835116488351,0.9999000099990001
LOC389834,0.2800360036003601,0.1352864713528647,0.9999000099990001
CAMK4,0.2799039903990399,0.24467553244675533,0.9999000099990001
CACNB3,0.27969996999699975,0.25137486251374863,0.9999000099990001
LOC151174,0.27823582358235827,0.09709029097090291,0.9999000099990001
EXPH5,0.27451545154515455,0.22527747225277472,0.9999000099990001
DECR2,0.27347134713471355,0.1131886811318868,0.9999000099990001
AVIL,0.2733393339333934,0.1464853514648535,0.9999000099990001
ASIC4,0.27053105310531056,0.17218278172182783,0.9999000099990001
PTPRJ,0.26991899189919,0.1498850114988501,0.9999000099990001
RXYLT1,0.26766276627662766,0.18838116188381163,0.9999000099990001
PIWIL4,0.26727872787278734,0.13928607139286073,0.9999000099990001
TBC1D8B,0.26695469546954703,0.0674932506749325,0.9999000099990001
ZNF526,0.2661026102610261,0.0734926507349265,0.9999000099990001
CDK19,0.26557455745574565,0.17818218178182182,0.9999000099990001
MLLT3,0.26549054905490554,0.16918308169183083,0.9999000099990001
ZNF33B,0.2648184818481849,0.06469353064693531,0.9999000099990001
TK1,0.2635223522352236,0.1745825417458254,0.9999000099990001
CHODL,0.26351035103510356,0.33226677332266774,0.9999000099990001
RASSF7,0.262994299429943,0.07679232076792321,0.9999000099990001
NRG4,0.26063006300630065,0.1294870512948705,0.9999000099990001
TNKS2,0.26057005700570063,0.24547545245475452,0.9999000099990001
NDN,0.2603660366036604,0.276972302769723,0.9999000099990001
LOC390705,0.2601500150015002,0.10018998100189981,0.9999000099990001
CAPN12,0.25942994299429945,0.24747525247475252,0.9999000099990001
UBE2Q2,0.2587698769876988,0.16528347165283472,0.9999000099990001
LOC339803,0.2572937293729374,0.11078892110788921,0.9999000099990001
NYAP2,0.257017701770177,0.19358064193580643,0.9999000099990001
TEDC2,0.25636963696369636,0.0948905109489051,0.9999000099990001
LOC285074,0.2562376237623763,0.21887811218878112,0.9999000099990001
PDE4B,0.2550375037503751,0.16798320167983202,0.9999000099990001
LOC100270746,0.2540294029402941,0.16428357164283572,0.9999000099990001
KCNH5,0.25375337533753384,0.2612738726127387,0.9999000099990001
MET,0.2527692769276928,0.45515448455154484,0.9999000099990001
RLIM,0.25273327332733275,0.1653834616538346,0.9999000099990001
CREG1,0.2527212721272128,0.23477652234776522,0.9999000099990001
ARHGAP27P1,0.2523852385238524,0.1782821717828217,0.9999000099990001
DRG2,0.2506570657065707,0.20257974202579743,0.9999000099990001
HIST1H4H,0.24997299729973002,0.1110888911108889,0.9999000099990001
CCDC88B,0.24952895289528956,0.30926907309269075,0.9999000099990001
SPDYE5,0.24877287728772882,0.26207379262073793,0.9999000099990001
LRRC7,0.24847284728472857,0.3695630436956304,0.9999000099990001
DAGLB,0.24675667566756682,0.13158684131586842,0.9999000099990001
TELO2,0.2452685268526853,0.07629237076292371,0.9999000099990001
BIN1,0.2451965196519652,0.050594940505949405,0.9999000099990001
HTR2A,0.245004500450045,0.18948105189481051,0.9999000099990001
MKNK1,0.2443204320432044,0.20927907209279073,0.9999000099990001
POPDC2,0.24412841284128417,0.047795220477952205,0.9999000099990001
SEMA5B,0.24358835883588364,0.24167583241675833,0.9999000099990001
DXO,0.24339633963396345,0.10338966103389662,0.9999000099990001
