parcellation,parcel_index,parcel_name,hemisphere,baseline_oef,baseline_cbf,baseline_cmro2,coupling_n_angle,discordance_risk,discordance_risk_extraction,discordance_risk_overshoot,discordance_risk_n,dropout_snr_coverage,venous_partial_volume,map_reliability_coupling,n_subjects_coupling,baseline_source,coupling_source,ahba_n_samples
schaefer200x7,72,7Networks_LH_Cont_Cing_1,L,0.4265584051609039,48.72772216796875,151.96243286132812,0.6233680343852404,0.775,0.375,0.4,40,0.7848101258277893,0.0130099635571241,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,12
schaefer200x7,73,7Networks_LH_Cont_Cing_2,L,0.3289557099342346,43.42254257202149,102.62706756591795,0.3338048198465103,0.725,0.4,0.325,40,0.800000011920929,0.0362177230417728,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,8
schaefer200x7,74,7Networks_LH_Default_Temp_1,L,0.6494331955909729,33.35691452026367,169.06748962402344,-2.121927719541457,0.65,0.1,0.55,40,0.6315789222717285,0.0006809363258071,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,18
schaefer200x7,75,7Networks_LH_Default_Temp_2,L,,,,-1.0484559264424498,0.625,0.225,0.4,40,0.40625,0.0001741771120578,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,22
schaefer200x7,76,7Networks_LH_Default_Temp_3,L,0.510380208492279,37.76803588867188,142.71449279785156,0.6112245884951409,0.6,0.35,0.25,40,0.8031495809555054,0.0103360638022422,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,21
schaefer200x7,77,7Networks_LH_Default_Temp_4,L,0.4481250941753387,40.40393829345703,136.025146484375,0.6165106590742202,0.775,0.475,0.3,40,0.7881355881690979,0.0204091034829616,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,13
schaefer200x7,78,7Networks_LH_Default_Temp_5,L,0.4078263640403747,41.53140258789063,130.38987731933594,0.4075383626641272,0.75,0.35,0.4,40,0.8125,0.0055559994652867,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,17
schaefer200x7,79,7Networks_LH_Default_Par_1,L,0.3349374234676361,40.83420181274414,103.16525268554688,-0.2505714979233251,0.8,0.45,0.35,40,0.511904776096344,0.020541837438941,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,5
schaefer200x7,80,7Networks_LH_Default_Par_2,L,0.3493201732635498,48.41819763183594,127.5143051147461,0.3486574497736272,0.825,0.3,0.525,40,0.47826087474823,0.0096325604245066,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,10
schaefer200x7,81,7Networks_LH_Default_Par_3,L,0.3305318653583526,48.742435455322266,122.1064682006836,0.2786191202653665,0.7,0.425,0.275,40,0.5692307949066162,0.0117166703566908,0.7105135837439973,40,authors_published_GMR2pCBVmasked_n40,reconstructed_unmasked_n40,4
